MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
43.07,358,30,0,36,0,106,3.4,13.7,0.3,16.3,1.3,0,96.9,7.3,0.7,95.7,105.7,14,0,0.3,36,2,2,SFROAK510,2,2,296,44,42,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,30,No,1-Highest,Suburban,Other,Yes,No
69.99,65,80,0,0,0,-49,0,1.3,0,4.7,0.7,0,5.7,6,0.7,19.3,16.7,1.3,0,0,13,2,2,DENCOL719,1,1,371,38,0,Yes,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,4,No,0,?,No,3-Good,Suburban,Professiol,Yes,Yes
53.3,1078,34,5.69,62,0,-678,-77.3,3.3,9.3,71.3,7.7,0.7,300.6,52,18,130.3,162,12.7,0,6.3,7,1,1,HOUHOU281,2,2,142,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,30,No,5-Low,Other,Other,?,No
68.86,2108,78,0.74,0,0,770,-17.9,7.7,8,77.3,21.7,1.3,653.7,62.3,23.7,255,292.7,15.7,0,7,16,2,1,LOULOU502,5,5,79,58,30,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,6,No,0,130,No,2-High,Suburban,Other,No,No
62.28,595,70,0.25,0,0.8,-99,-2.3,4,8.3,11.7,0.3,0,43.3,18,9.3,53,59,12.3,0,0,41,2,2,NYCS516,1,1,1243,60,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,3,?,No,1-Highest,Other,Other,Yes,No
79.74,749,87,6.93,23,0,-326,-25.8,12,4.3,59.7,0.7,0,171.9,62,24.3,145.3,122.7,16.3,0,0.3,24,1,1,NYCNEW973,2,2,321,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,1,1,Yes,No,0,0,No,2,30,Yes,4-Medium,Other,Other,?,No
68.14,604,40,0,109,0,88,29.4,10,1,56.3,0,0.7,137,24.3,0.7,79.3,125.7,11,0,0,14,1,1,NYCMAN917,1,1,422,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
58.75,275,50,0,0,0,89,-8.7,0,0.3,7.7,0.3,0,63.5,2.3,3,27.3,26.3,0.3,0,0,21,1,1,NMXLUB806,2,2,115,48,0,Yes,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,6,Yes,0,150,No,2-High,Suburban,Self,Yes,No
68.82,953,56,0.5,68,0.1,383,-1.5,11.3,2.3,36.7,4,0.3,24.9,22,10.7,36.3,83.7,13.7,0,1.3,35,2,2,APCWAS202,6,4,60,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,100,No,5-Low,Other,Other,?,Yes
37,156,45,0,0,0,68,1.2,4,6.7,6,0,0,83.1,9,13,30.3,15.3,10.7,0,0,18,2,2,HOUHOU281,3,3,38,48,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,40,No,3-Good,Other,Other,No,Yes
32.98,279,30,0,8,0,-78,-3,2.7,0.7,11.3,0,0,41.9,17,6,75.7,74,3.3,0,2,35,3,1,BOSMAN603,3,3,346,50,52,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,150,No,1-Highest,Town,Professiol,Yes,No
64.52,678,60,5.69,13,0.9,274,6.5,1.3,6,16.7,0,0,120.8,25.3,1.7,170.7,40.3,7.3,0,2.3,16,1,1,INDIND317,1,1,477,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,Yes
46.42,464,45,0.25,20,0,84,21.3,5.7,2.3,33,0,0,159.3,16.7,13,78.7,93,8,0,0.3,9,1,1,OMAOMA402,1,1,284,46,44,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,4-Medium,Town,Crafts,Yes,No
46.15,372,10,0,120,0,87,1.6,6,0.3,12.3,0,1.3,177.2,11.7,10.3,173,15,6.3,0,0,12,3,3,LAXCOR909,1,1,335,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Town,Other,?,Yes
101.41,962,57,0,16,0,21,98.6,9.3,32.3,15.7,8.3,1,252.2,59.3,9,168.3,166,41.7,0,9,28,1,1,HWIHON808,5,4,56,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,1,1,No,No,0,0,No,0,30,Yes,5-Low,Other,Other,?,No
19.29,2,10,0,2,0,-2,-9.3,0,0,0.3,0,0,0,0.3,0,0.3,0.3,0,0,0,12,5,4,OMAOMA402,2,2,110,44,44,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,9,No,0,60,No,1-Highest,Other,Professiol,Yes,No
64.6,571,63,0,3,0,107,-13,16,1.7,97,8.3,0.7,95.7,51.7,8.7,98.7,114.7,18,0,0,16,1,1,NYCBRO917,4,2,72,0,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,10,No,7-Lowest,Other,Other,?,No
300.74,2888,95,0,863,0,310,113.2,3.7,6.3,80.7,1.7,0,1210.9,107.3,58,521.3,319.3,10,0,37.7,10,2,2,SANSAN210,4,3,28,40,24,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,150,No,2-High,Suburban,Other,?,Yes
30.96,143,30,0,0,0,15,0.7,0.3,0.3,18,0,0,1.7,5.3,0,36.7,28,0.7,0,0,40,1,1,NYCNEW973,1,1,1194,48,0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,4-Medium,Other,Other,Yes,No
23.49,14,20,0.25,0,0,8,-0.2,2.7,0.3,1,0,0,0.9,0.3,0,4.7,2.3,3,0,0,15,2,2,LAXMON323,1,1,440,46,40,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,3,No,0,?,No,2-High,Other,Other,Yes,No
41.79,395,45,0,18,0,-20,-6.8,0,0,16.3,0,0,77.6,16.7,0.7,74,21,0,0,0.7,39,1,1,OMAOMA402,3,3,365,24,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,7-Lowest,Suburban,Other,?,No
10,311,10,0,0,0,37,0,3,9.7,31,0,0,42,4,4,66.3,26.3,12.7,0,1,29,2,2,ATLKNO423,1,1,861,42,46,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,?,No,1-Highest,Other,Professiol,Yes,No
30.26,68,30,0,0,0,6,-0.3,1,6.7,1.3,0,0.3,3.2,9,1.3,23.3,6.7,7.7,0,0,21,1,1,CHICHI773,2,2,21,54,54,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,60,No,2-High,Other,Professiol,Yes,No
84.56,562,53,9.16,0,5.3,26,-7.7,16.7,2,38.3,2.7,0,87.2,36.3,7,154,41,18.7,0,2,20,1,1,NEVCHU619,2,2,25,36,34,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,3,No,0,150,No,5-Low,Other,Crafts,Yes,No
62.14,222,70,0.25,5,0,-120,-2.1,3.7,3,13.7,0,0.3,51.3,19.3,7.3,87.7,22,6.7,0,0.3,8,3,2,OHICAN330,2,2,59,54,52,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,150,No,2-High,Town,Other,Yes,No
39.54,677,45,0,13,0,-241,-4.5,2.7,3.7,35.3,3.7,0,96.3,36,5,79.3,89,6.3,0,0.3,11,2,2,CHINBK847,1,1,310,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
52.45,593,35,0,56,0.1,-329,-62.8,15.3,0.7,21.3,0,9.3,186.7,30,8,95.7,69,16,0,3.3,33,1,1,MILMIL414,4,4,142,42,22,No,No,Yes,No,No,?,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,2,No,0,150,No,6-VeryLow,Other,Other,No,No
26.56,30,20,0,0,5.4,-30,-6.6,0.7,0,0.3,0,0,0,0,0,0,0.3,0.7,0,0,12,1,1,NCRWAK919,1,1,372,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
53.99,732,60,0,0,0,-98,0,8,0,10,0,0,56.6,4,2.3,43.7,40,8,0,0.7,7,1,1,LAXING310,1,1,206,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
35.03,176,45,0,0,0,-22,0,4.3,0,2.7,1.3,0,32.6,12.7,8.7,58,20,4.3,0,0,26,2,2,NYCQUE917,2,2,398,60,0,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,3-Good,Other,Other,No,No
45.34,386,30,1.49,38,0.5,231,-13.4,4,1,6.7,0,0,97.4,15.7,1.7,35.3,41.3,5,0,0.3,30,1,1,NCRDUR919,1,1,895,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,3-Good,Other,Other,No,No
29.99,185,30,0,0,0,-41,0,1.7,0.3,11,1,0.3,30.6,11,0.3,37.7,34.3,2,0,0.7,17,1,1,PHXTUC520,1,1,507,62,56,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,1,No,0,?,No,2-High,Suburban,Retired,Yes,No
79.55,1332,70,0.74,70,0,-5,53.9,55.7,8,63.7,9,0,303.1,167.3,44.7,166.7,207.3,63.7,0,1,15,1,1,PHIPHI215,1,1,456,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,1,0,No,0,?,No,7-Lowest,Other,Other,?,No
32.98,69,32,0.5,0,0,-20,0.5,1.3,0,1.3,0,0,1.6,6,1,13.7,5.3,1.3,0,0,25,2,2,BOSBOS978,2,2,60,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,150,No,2-High,Suburban,Other,?,No
36.86,101,45,0,3,0.8,-69,-1.9,2,1.3,8,0,0,20.6,1.7,0,22.7,8.7,3.3,0,0,31,1,1,STLSTL314,2,2,183,44,40,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,5-Low,Rural,Other,Yes,Yes
29.99,78,40,0,0,0,-34,0,7,0.7,9.3,0,0,17.3,8,7.7,37,12.3,7.7,0,0,15,3,3,LAXLAX323,1,1,431,30,30,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,?,No,3-Good,Other,Other,Yes,Yes
75.41,1197,30,0,150,0.4,52,-3.7,3,10.7,117,0,0.3,413.2,32.7,44.7,385.7,356.3,13.7,0,11,23,1,1,NMXLAR956,3,3,150,26,26,No,No,Yes,Yes,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,2,No,0,60,No,4-Medium,Suburban,Other,Yes,No
16.25,120,27,0,0,0,-120,-16.2,0.3,0,5.3,0,0,64.7,20,12,40.7,32.3,0.3,0,0,11,1,1,HOUHOU281,2,2,145,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,130,No,5-Low,Other,Other,No,No
30.58,278,30,0.25,4,0,-6,-2.1,1,4,7,0,0,3.9,3.7,0,70,2.3,5,0,0,31,2,2,SANSAN210,2,1,938,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,3-Good,Other,Other,?,No
143.8,3017,85,0.25,261,0,258,77.7,18.3,0.3,48.7,8.3,1.3,928.1,148.3,60,229.7,257,18.7,0,24.3,21,1,1,DETPON248,2,1,370,32,34,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,80,No,2-High,Suburban,Student,Yes,No
29.99,435,40,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,FLNSTK904,2,2,425,58,52,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,130,No,3-Good,Rural,Other,Yes,No
90.07,980,58,0,109,0,215,25.9,11,124,27.7,5.7,0,279.2,42,16.7,208.3,181.3,135,0,3.7,15,2,1,OHICIN513,2,2,396,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,10,No,4-Medium,Other,Other,?,No
38.88,192,35,0,0,1.5,-16,-3,3,2.7,9.7,0,0,29.9,6,0.3,48.7,10,5.7,0,0,33,2,1,STLCOL618,1,1,1000,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,2,No,0,?,No,1-Highest,Other,Professiol,No,No
36.05,146,35,0,0,0,-26,0.6,0,0,4.3,0,0,33.8,9.3,0,21,18,0,0,1,24,1,1,SEAEVE425,1,1,721,0,0,No,No,Yes,No,No,Known,No,No,Yes,No,No,No,0,0,No,No,0,0,No,0,?,No,1-Highest,Suburban,Other,?,Yes
13.8,750,10,3.71,0,0,-92,0.2,10.7,0.7,33.7,1,0,217.6,38.7,3,125,79.3,11.3,0,1,6,2,2,LAXPAS626,1,1,193,26,0,No,No,Yes,No,No,?,Yes,Yes,No,Yes,Yes,No,0,0,No,No,0,6,No,0,?,No,2-High,Suburban,Self,No,No
92.14,844,70,4.46,94,0,140,70.2,9.3,6.3,22.7,2,0,163.8,14.7,3.3,100.3,60,16,0,0.7,8,1,1,FLNORL407,1,1,230,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Town,Other,?,No
67.68,520,45,2.72,80,0,80,30.5,7.3,4,23.3,0,0,46.7,31,1,92.7,40.7,11.3,0,0,19,1,1,ATLCOL706,2,2,232,24,0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,150,No,2-High,Other,Professiol,Yes,No
123.33,296,132,1.24,0,0,169,-37,7,1.7,20,0.3,0,74.1,34.7,3,105,35,8.7,0,0,31,2,2,NYCQUE917,2,2,796,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Other,Other,?,No
105.03,1702,85,3.22,80,2.5,351,-14.9,11.7,23,295,4,0.3,282.3,147,37.7,529.7,638,34.7,0,20.3,9,1,1,MINCOR763,1,1,280,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,No
69.04,742,60,1.49,31,0,-177,-8,8.3,1.7,33,8.7,0.3,266.2,62.3,30.3,164.7,71.7,10,0,1,11,1,1,PHXPHX602,2,2,145,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,80,No,3-Good,Other,Other,?,No
57.05,705,65,0.25,0,0,-117,-1,5,2.3,26,1,0,269.6,68.7,31.7,93.7,136.3,7.3,0,2,11,3,1,DALDAL214,2,2,11,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,4,No,0,200,No,2-High,Other,Other,?,No
48.48,478,50,0,3,0,26,-1,0.7,2.7,26,0,0,55,8.3,4,126.3,67.7,3.3,0,1,20,1,1,OMAOMA402,1,1,595,46,36,No,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Town,Other,Yes,Yes
55.06,377,45,0,40,0,9,-1.6,0.3,1,17,0,0,29.5,3,1.3,51.7,12,1.3,0,0.7,22,2,2,MINSTP612,1,1,643,40,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Other,Professiol,No,No
35.95,607,45,0,6,0.6,299,5.7,18.3,2.7,79,0.3,0,95.4,22.7,4.7,54.3,95.7,21,0,0,25,2,1,APCFCH703,1,1,712,38,36,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,7,No,0,?,No,2-High,Suburban,Other,Yes,No
67.99,21,70,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,DALDAL214,1,1,481,54,38,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,?,No,3-Good,Suburban,Crafts,No,No
28.26,114,38,0,0,0,-17,-6.3,1,3,6,0,0,12.2,8,0,45.7,14,4,0,0,7,1,1,MIANDA305,1,1,217,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,3-Good,Other,Other,?,No
39.06,719,30,0.5,20,0,62,-9.1,1,1.7,11.7,0,0,146.8,21.3,2.7,62.7,73.7,2.7,0,0.7,11,1,1,SAUS512,1,1,341,50,48,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,3-Good,Other,Professiol,Yes,Yes
48.41,410,45,1.49,18,2.6,-66,-10.6,5.3,0.7,16,7.3,0.3,63.5,20.3,6.3,72,31,6,0,0.3,6,2,2,NEVLVS702,1,1,182,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
53.16,539,70,0,0,0,-83,-2.3,5.3,3.3,45,0,0,52.1,33.3,14,92.3,56.3,10,0,0,7,1,1,HOUHOU281,1,1,226,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
52.1,180,50,0.5,0,3.2,-64,-2.1,2.7,1.3,8.7,0,0,40.6,9.3,0.7,21,18.7,4,0,0,22,1,1,HOUHOU281,4,2,29,46,48,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,60,No,2-High,Rural,Other,Yes,Yes
47.23,322,30,0,36,2.3,46,0.3,9.7,1,31.3,2,0.3,47.5,9,0,68,59,10.7,0,0,37,1,1,APCSIL301,3,2,408,36,34,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,7-Lowest,Other,Other,Yes,No
57.69,370,45,1.98,56,1,101,30.3,4.7,0.7,28,0,0,58.3,35,7,115.3,42,5.3,0,1,11,2,2,BOSBOS508,1,1,328,56,52,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Other,Other,Yes,Yes
48.89,1268,67,0,3,0,656,2.5,8.3,0,6.3,0,1,14.5,0.7,1,7,9.7,8.3,0,1.3,6,1,1,ATLCOL706,1,1,188,50,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,3,No,0,?,No,5-Low,Other,Other,No,No
33.23,64,30,0.25,0,0,2,-0.2,1.7,0,3,0,0,0.4,10.3,1,20,6,1.7,0,0,28,2,2,APCSIL301,1,1,827,54,0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,6-VeryLow,Rural,Other,Yes,No
10,157,10,0,0,0,90,0,5.3,0,5.7,0,0,7.8,18,1,21.7,57,5.3,0,0.3,19,2,2,SFROAK510,1,1,548,0,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
92.94,1268,45,0,145,0,7,51.1,12.3,12,58.3,0.7,1.7,295.7,56.7,26.3,124.3,235.7,24.3,0,6,25,1,1,STLCOL618,5,3,99,0,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,Yes,0,0,No,0,200,No,4-Medium,Town,Other,?,No
43.86,446,40,0,29,0,136,-1.2,1,1,20,0,0,202.6,3,0.3,70.3,91.3,2,0,0.7,11,1,1,STLSTL314,1,1,341,46,46,Yes,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,3-Good,Suburban,Professiol,Yes,No
53.31,372,50,0,0,0,-40,0.2,1.3,0,10,0,0,253.6,12.3,0.3,75.3,11,1.3,0,0,29,1,1,APCBAL410,2,2,222,42,40,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,30,No,3-Good,Other,Other,Yes,No
47.08,358,50,0.74,16,0,-84,-7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,NYCTMR732,1,1,278,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Suburban,Other,?,No
49.99,189,70,0,0,0,37,0,0,2.7,30.3,0,0,34.5,5.7,0,39.3,35,2.7,0,0.3,11,1,1,NCRRIC804,1,1,312,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Suburban,Other,No,Yes
129.9,447,68,0,96,0,-184,-54.9,5,3,2.7,0.7,0,51.3,15,4.7,73.7,13.3,8,0,1,19,1,1,MIAVER561,2,2,380,0,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,0,No,0,30,No,5-Low,Other,Other,?,No
118.16,433,31,0.25,42,0,-433,-113.2,5.3,1,71,5.3,0.3,333,28.7,12.7,86.7,69.3,6.3,0,2,16,2,2,SFROAK510,1,1,476,24,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,1,5,No,0,?,No,2-High,Other,Other,?,No
37.62,176,35,0,0,0,114,0.5,1.3,0.3,6.7,0,0.3,11.4,25.7,1.7,52.3,44.3,1.7,0,0.3,23,1,1,NYCBRO917,1,1,689,0,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,8,No,0,?,No,2-High,Other,Other,No,No
48.66,312,41,0,42,0.7,-312,-28.2,5,2.7,9,3.3,0,127.7,17.3,7.7,82.3,58.7,7.7,0,1.7,8,1,1,SANSAN210,1,1,232,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,7,No,0,?,No,5-Low,Other,Other,No,Yes
167.2,1036,70,1.49,74,0,-188,-98.3,13.7,15.7,44,2.3,0.3,158.2,54,2.3,81,183.7,29.3,0,3.7,32,1,1,MIAMIA305,4,2,222,38,38,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,4,No,1,200,No,5-Low,Suburban,Other,?,No
77.59,2364,85,1.73,0,0.2,29,0.4,28.7,3,132.7,0.3,2.3,433.2,13,0.7,243.3,584.3,31.7,0,5.7,10,1,1,NEVLMS619,2,2,33,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,200,No,4-Medium,Other,Other,?,Yes
121.99,1094,50,4.7,87,0,-240,59,1.3,9.3,71,7.7,0.3,141.4,29.7,0.3,301,265.3,10.7,0,5,11,3,1,MIAWPB561,5,4,4,58,48,Yes,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,1,1,No,No,0,3,No,0,?,Yes,5-Low,Suburban,Other,No,No
66.29,142,60,0,16,0,-68,-6.3,0.3,0,6,0.3,0,52,15.3,17.7,48.7,31.7,0.3,0,0,23,3,3,PHIWIL302,2,2,380,44,30,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,3,No,0,30,No,3-Good,Other,Other,No,No
54.34,489,60,0.25,6,0,47,3.9,9.7,0.3,54,6.7,0.7,111,43.3,11.3,112.3,58,10,0,4,23,2,2,PHXPHX602,2,2,9,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,3-Good,Suburban,Other,?,No
51.16,318,20,0.99,112,1.9,242,57.3,1.3,3.7,13.3,0,0,56.7,29.7,4.7,34.7,33.7,5,0,0.3,11,2,2,KCYWIC316,1,1,340,0,0,No,Yes,No,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Suburban,Other,?,Yes
32.59,75,32,0,0,0.1,37,0.3,1,0.3,2.7,0,0,8.3,3.3,1.3,22,3.7,1.3,0,0,19,2,2,MINMIN612,1,1,575,24,24,Yes,No,Yes,Yes,Yes,?,No,No,No,No,No,No,0,0,No,No,0,5,No,0,?,No,2-High,Rural,Other,?,Yes
32.85,404,37,0.25,6,2.7,-226,-32.9,0.3,0,1,0,0,7.4,4,0.7,6.3,8.7,0.3,0,0,9,2,2,DENCOL719,1,1,260,20,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,No,No
68.44,626,71,4.95,0,0,-362,-68.4,9,1,67.7,3,0.7,161.2,41,14.3,151,119,10,0,0,35,3,2,SFRSRO707,2,2,85,30,28,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,30,No,1-Highest,Town,Other,Yes,Yes
33.62,209,32,0.74,0,0.1,-25,-1.1,1.3,13,4,1.7,0.3,38.1,18,10.7,65.7,21,14.3,0,0.3,17,2,2,CHINBK847,1,1,513,50,52,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,3-Good,Suburban,Other,No,No
50.44,347,60,0,0,0,-40,-0.4,2,0.3,31.7,0,0,59.5,19.7,6.3,61.7,51.7,2.3,0,0.3,15,2,2,LAXCDG310,1,1,464,36,36,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Other,Other,Yes,No
83.29,1281,60,0,83,0,282,91.9,8,6,42.3,10.7,0,371.2,38.3,1,153,157.7,14,0,2.7,12,1,1,STLSTL314,1,1,356,26,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,3-Good,Suburban,Other,No,Yes
29.99,66,40,0,0,0,-30,0,0,0.3,0.7,0,0,0,0.7,0,9.3,3,0.3,0,0,18,1,1,CHINBK847,1,1,544,36,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,?,No,2-High,Other,Clerical,?,Yes
